port_id,name,modern_name,country_region,longitude,latitude,foundation_year,dated_for_model,culture_flags,infrastructure_count,pleiades,dare,trismegistos,topostext
1077,"Tacina, port of Kyterion","at crossing of R Tacina, at Steccato di Cutro",Italy West,16.897527,38.926335,300,0,Ro,0,http://pleiades.stoa.org/places/452461,http://imperium.ahlfeldt.se/places/36311,,
1078,,Le Castella ,Italy West,17.023685,38.903404,-330,1,Ro,0,http://pleiades.stoa.org/places/452289,http://imperium.ahlfeldt.se/places/30440,,
1079,"Port of Aphrodite, Dioskourias, Cape Iapygie, Iapygium Prom., Sallentin ",Cape Rizzuto,Italy West,17.08987,38.899,,0,Ro,0,http://pleiades.stoa.org/places/452341,http://imperium.ahlfeldt.se/places/41767,,
1080,,Cape Cimiti,Italy West,17.16869,38.95411,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452283,http://imperium.ahlfeldt.se/places/36876,,
1081,"Port of Lakinion Greco-Roman colony, near Naus Prom., Lacinium  Prom., Hera/Juno temple ","Cape Scifo, near Cape Colonna, with several shipwrecks and quarries",Italy West,17.1912,39.0203,,0,Ro,3,http://pleiades.stoa.org/places/452356,http://imperium.ahlfeldt.se/places/41768,https://www.trismegistos.org/place/41128,https://topostext.org/place/390172SLac
1081.0999999999999,possible stopover of Odysseus on Calypso's isle of Ogygia acc to Scylax,Submerged island off Capo Colonna coast,Italy West,17.1703,39.0384,,0,Ro,0,,,,
1082,"Kroton, Crotone, on R Aisaros","Crotone, on R Esaro",Italy West,17.126348,39.085539,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/452317,http://imperium.ahlfeldt.se/places/16739,https://www.trismegistos.org/place/33075,https://topostext.org/place/391171PCro
1083,Meto ,outlet of R Neto,Italy West,17.1409,39.1763,-30,1,Ro,0,http://pleiades.stoa.org/places/452381,http://imperium.ahlfeldt.se/places/36308,,
1084,Krimisa?,Ciro Marina,Italy West,17.140861,39.370149,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452353,http://imperium.ahlfeldt.se/places/30460,https://www.trismegistos.org/place/14506,
1085,"Temple of Apollo Alaeus, port of Aesarus ","Punta Alice, near Ciro Marina",Italy West,17.1466,39.39654,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452262,http://imperium.ahlfeldt.se/places/36875,https://www.trismegistos.org/place/14506,https://topostext.org/place/394171SAAl
1086,"Paternum, at outlet of R Hylias",Outlet of R Fiumenica,Italy West,17.031,39.48,-30,1,Ro,0,http://pleiades.stoa.org/places/452401,http://imperium.ahlfeldt.se/places/36309,,
1087,,Cariati,Italy West,16.9617,39.496,-330,1,Ro,0,http://pleiades.stoa.org/places/452286,http://imperium.ahlfeldt.se/places/30437,,
1088,"Sybaris ad Traeis, on R Traeis","near Mirto and Crosia, on R Trionto",Italy West,16.771,39.59,-443,1,Gr|Ro,1,http://pleiades.stoa.org/places/452458,http://imperium.ahlfeldt.se/places/30489,https://www.trismegistos.org/place/33076,https://topostext.org/place/397165PSyb
1089,"Portus Roscia, Ruscia, Rouskiane",Mirto,Italy West,16.769,39.61,-30,1,Ro,0,http://pleiades.stoa.org/places/452422,http://imperium.ahlfeldt.se/places/30481,,
1090,"archaic Sybaris, on R Sybaris and R Crathis, Thourioi, Thurii, Copia","Laghi di Sibari, Francavilla Marittima, on R Crati",Italy West,16.491191,39.717044,-720,1,Gr|Ro,1,http://pleiades.stoa.org/places/452457,http://imperium.ahlfeldt.se/places/16740,https://www.trismegistos.org/place/14503,https://topostext.org/place/397165PSyb
1091,,Broglio di Trebisacce ,Italy West,16.538059,39.865106,-1500,1,Mi|My|Ro,0,http://pleiades.stoa.org/places/452483,http://imperium.ahlfeldt.se/places/30497,,
1092,"Ad Vicesimum, Lagaria?",Amendolara,Italy West,16.589,39.9483,-30,1,Ro,0,http://pleiades.stoa.org/places/452255,http://imperium.ahlfeldt.se/places/22550,https://www.trismegistos.org/place/38436,https://topostext.org/place/399166XAme
1093,,"Roman villa at Menzinara, near Montegiordano ",Italy West,16.60264,40.04726,-550,1,Gr|Ro,1,http://pleiades.stoa.org/places/452384,http://imperium.ahlfeldt.se/places/35395,,
1094,Cugno dei Vagni ,near Rocca Imperiale,Italy West,16.6296,40.14226,-30,1,Ro,0,http://pleiades.stoa.org/places/452318,http://imperium.ahlfeldt.se/places/30453,,
1095,,Piano San Pietro ,Italy West,16.64197,40.15955,-330,1,Ro,0,http://pleiades.stoa.org/places/452407,http://imperium.ahlfeldt.se/places/30473,,
1096,"Ad Simnum, Semnum",on right bank of R Sinni,Italy West,16.65453,40.15831,300,0,Ro,0,http://pleiades.stoa.org/places/452442,http://imperium.ahlfeldt.se/places/23188,,
1097,"Siris, on R Siris",on left bank of R Sinni,Italy West,16.6682,40.1658,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452450,http://imperium.ahlfeldt.se/places/21356,https://www.trismegistos.org/place/7089,https://topostext.org/place/401165USir
1098,"Heraclea, Heraclee ",Policoro,Italy West,16.67,40.22,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/452333,http://imperium.ahlfeldt.se/places/21306,https://www.trismegistos.org/place/14501,https://topostext.org/place/402167UHer
1098.0999999999999,,"Termitito, Bosco di Andriace, near Montalbano Jonico",Italy West,16.6642,40.2934,-1500,1,My|Ro,0,,,,
1099,"Metapontum, Metaponte","Lago di Santa Pelagina, near Metaponto",Italy West,16.8352,40.3728,-750,1,Gr|Ro,3,http://pleiades.stoa.org/places/442658,http://imperium.ahlfeldt.se/places/21307,https://www.trismegistos.org/place/14498,https://topostext.org/place/404168PMet
1100,"Tarentum, Taras, Neptuna","Tarento, Taranto, Scoglio del Tonno",Italy West,17.228144,40.472032,-750,1,My|Gr|Ro,1,http://pleiades.stoa.org/places/442810,http://imperium.ahlfeldt.se/places/16562,https://www.trismegistos.org/place/2267,https://topostext.org/place/405172PTar
1101,,"Roman villa at Masseria Caronella, near Tarento",Italy West,17.31499,40.50047,-30,1,Ro,1,,http://imperium.ahlfeldt.se/places/42560,,
1102,"Choirades, Choerades, Khoirades insulae","Isole Cheradi, Isola San Paolo and San Pietro",Italy West,17.172,40.447,,0,Ro,0,http://pleiades.stoa.org/places/442543,http://imperium.ahlfeldt.se/places/41277,,
1103,"Satyrion, Saturnum ",Torre Saturo & Porto Pirrone,Italy West,17.30396,40.37282,-1500,1,My|Ro,2,http://pleiades.stoa.org/places/442789,http://imperium.ahlfeldt.se/places/30407,https://www.trismegistos.org/place/59545,https://topostext.org/place/404173USat
1103.0999999999999,,Marina di Pulsano,Italy West,17.3742,40.348,,0,Ro,1,,,,
1104,,Torre Ovo ,Italy West,17.50013,40.30372,-330,1,Ro,1,http://pleiades.stoa.org/places/442826,http://imperium.ahlfeldt.se/places/30416,,
1105,Port Sasina ,Porto Cesareo,Italy West,17.896215,40.25706,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/442730,http://imperium.ahlfeldt.se/places/36742,https://www.trismegistos.org/place/14282,
1106,Port of Neretum,Santa Caterina ,Italy West,17.983673,40.137046,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/442767,http://imperium.ahlfeldt.se/places/30392,https://www.trismegistos.org/place/14278,
1107,"Kallipolis, Callipolis, Anxa ",Gallipoli,Italy West,17.979931,40.054413,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/442625,http://imperium.ahlfeldt.se/places/16898,https://www.trismegistos.org/place/45240,https://topostext.org/place/401180UKal
1108,Port of Uzentum,Torre San Giovanni ,Italy West,18.114451,39.883041,,0,Ro,0,https://pleiades.stoa.org/places/442841,http://imperium.ahlfeldt.se/places/23192,https://www.trismegistos.org/place/14292,
1109,,Torre San Gregorio,Italy West,18.31,39.8138,-330,1,Ro,1,,,,
1110,"Portus Sallentinus, Leuke, near Iapygia Prom.","Santa Maria di Leuca, near Punta Ristola",Italy West,18.362675,39.792157,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/442632,http://imperium.ahlfeldt.se/places/41276,https://www.trismegistos.org/place/32964,https://topostext.org/place/398183LIap
1111,"Sikelia, Thrinacia, Trinacria insula, where Odysseus possibly had a stopover on the isle of Helios?",Isle of Sicily,Italy Sicily,14.3,37.6,,0,Ro,0,https://pleiades.stoa.org/places/462492,,https://www.trismegistos.org/place/2132,https://topostext.org/place/376145RSic
1111.0999999999999,"Peloris, Pelorus, Pelorias Prom., Charybdis, in front of Scylla on the mainland, where Odysseus possibly sailed",Capo Peloro,Italy Sicily,15.646,38.263,,0,Ro,0,http://pleiades.stoa.org/places/462416,http://imperium.ahlfeldt.se/places/22539,https://www.trismegistos.org/place/58751,https://topostext.org/place/383157LPel
1111.2,Port of Traiectus ,near Faro Superiore,Italy Sicily,15.589,38.246,-30,1,Ro,1,http://pleiades.stoa.org/places/462520,http://imperium.ahlfeldt.se/places/22540,,
1112,"Zancle, Zankle, Messana, Messene","Messina, NE cape",Italy Sicily,15.560811,38.192865,-730,1,My|Gr|Ro,1,http://pleiades.stoa.org/places/462538,http://imperium.ahlfeldt.se/places/16875,https://www.trismegistos.org/place/3578,https://topostext.org/place/382156PMes
1113,,Roman villa at Pistunina,Italy Sicily,15.536584,38.145129,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/462440,http://imperium.ahlfeldt.se/places/16875,,
1114,"Phoinix, Tamaricii, Palmae ",Santa Teresa di Riva,Italy Sicily,15.37,37.9438,-330,1,Ro,0,http://pleiades.stoa.org/places/462427,http://imperium.ahlfeldt.se/places/36270,,
1115,,Quarry at Letojanni,Italy Sicily,15.3078,37.878,-330,1,Ro,1,http://pleiades.stoa.org/places/462280,http://imperium.ahlfeldt.se/places/38054,,
1116,Tauromenium ,Taormina,Italy Sicily,15.302,37.848,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/462506,http://imperium.ahlfeldt.se/places/16874,https://www.trismegistos.org/place/22322,https://topostext.org/place/379153PTau
1117,"Naxos, Naxus ",Giardini-Naxos,Italy Sicily,15.2694,37.8239,-470,1,Gr|Ro,2,http://pleiades.stoa.org/places/462387,http://imperium.ahlfeldt.se/places/36267,https://www.trismegistos.org/place/38475,https://topostext.org/place/378153UNax
1118,"Archaic Naxos, near R Akesines","Giardini-Naxos, near R Alcantara",Italy Sicily,15.2694,37.8193,-734,1,Pn|Gr|Ro,0,http://pleiades.stoa.org/places/462386,http://imperium.ahlfeldt.se/places/21300,https://www.trismegistos.org/place/38475,https://topostext.org/place/378153UNax
1119,Acium ,Capo Molini,Italy Sicily,15.171274,37.572564,-30,1,Ro,0,http://pleiades.stoa.org/places/462067,http://imperium.ahlfeldt.se/places/36312,https://www.trismegistos.org/place/22267,
1120,"Reefs of the Cyclopes, Odysseus' port of the Cyclops? Some consider the Etna is the one-eyed Cyclop","Islets of Faraglioni, in front of Aci Tressa (Cuisenier mentions this site with two other possible sites: Marettimo and Nisida, the latter clearly providing the best shelter as described by Homer)",Italy Sicily,15.16887,37.559234,,0,My|Ro,0,http://pleiades.stoa.org/places/462179,,,
1121,,Roman fort at Castello di Aci,Italy Sicily,15.1492,37.5542,300,0,Ro|By,1,,http://imperium.ahlfeldt.se/places/42131,,
1122,"Ulixis portus, Port of Odysseus ",Ognina,Italy Sicily,15.118541,37.529208,-30,1,My|Ro,1,http://pleiades.stoa.org/places/462530,http://imperium.ahlfeldt.se/places/41569,,
1123,"Katane, Catina ","Probably Piazza del Duomo, Catania, ancient port now under lava",Italy Sicily,15.0873,37.5024,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/462270,http://imperium.ahlfeldt.se/places/16884,https://www.trismegistos.org/place/22289,https://topostext.org/place/375151PCat
1123.0999999999999,R Terias,R San Leonardo,Italy Sicily,15.094,37.3437,,0,Ro,0,https://pleiades.stoa.org/places/462508,http://imperium.ahlfeldt.se/places/16883,,
1123.2,"Leontinoi, on R Terias","Lentini, on R San Leonardo",Italy Sicily,14.998,37.2855,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462279,http://imperium.ahlfeldt.se/places/16883,https://www.trismegistos.org/place/5452,https://topostext.org/place/373150PLeo
1124,,Punta Castelluccio ,Italy Sicily,15.132834,37.310011,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462458,http://imperium.ahlfeldt.se/places/30243,,
1125,"Trotilon, Trotilum, on R Pantagias",Brucoli,Italy Sicily,15.186556,37.282776,,0,Ro,0,http://pleiades.stoa.org/places/466010,,,
1125.0999999999999,"Xiphoneos, Xiphonia, Xiphon","Porto Megarese, Augusta",Italy Sicily,15.207,37.234,-330,1,Ro,0,http://pleiades.stoa.org/places/462536,http://imperium.ahlfeldt.se/places/42107,,
1126,"Megara Hyblaea, on R Alabon","Banchinamento Orsi, on R Cantera, in Augusta harbour, Scylax locates Megaris on R Simaithos, now R Simeto, possibly Paterno",Italy Sicily,15.183741,37.205772,-750,1,Gr|Ro,3,http://pleiades.stoa.org/places/462307,http://imperium.ahlfeldt.se/places/21301,https://www.trismegistos.org/place/22241,https://topostext.org/place/372152PMeg
1127,"Tapsus, Thapsos ",peninsula of Magnisi,Italy Sicily,15.228473,37.145257,-1200,1,My|Ro,0,http://pleiades.stoa.org/places/462511,http://imperium.ahlfeldt.se/places/22798,https://www.trismegistos.org/place/61070,https://topostext.org/place/372152UTha
1128,"Leon, landing place of Athenian fleet in 414 BC","Rada di Santa Panagia, near Hexapyla sanctuary at Porta Scea, with Neolithic settlement at Stentinello",Italy Sicily,15.2615,37.1076,-4000,1,Li|Ro,0,http://pleiades.stoa.org/places/462278,http://imperium.ahlfeldt.se/places/30165,,https://topostext.org/place/371153SHex
1129,"Trogili, Trogilos, Labdalum","Near a tower called Geleagre, at Syracuse, Santa Panagia",Italy Sicily,15.277736,37.108397,,0,Ro,1,http://pleiades.stoa.org/places/462526,http://imperium.ahlfeldt.se/places/46204,,
1130,"Syracuse, Syrakus, Syrakousai ""Small Port"", Lakkios, Achradina","Porto Lachio, near Via Diaz at Syracuse",Italy Sicily,15.29,37.0693,,0,Ro,4,http://pleiades.stoa.org/places/462276,http://dare.ht.lu.se/places/16570,https://www.trismegistos.org/place/2210,https://topostext.org/place/371153PUAch
1131,"Syracuse, Port of Arethuse on the isle of Ortygia, possibly Odysseus' stopover on the isle of Aeolos","Port of Arethuse, on Via Vittorio Veneto, on the isle of Ortigia",Italy Sicily,15.2943,37.0653,,0,Pn|Ro,2,http://pleiades.stoa.org/places/462402,http://imperium.ahlfeldt.se/places/42104,https://www.trismegistos.org/place/15654,https://topostext.org/place/371153IOrt
1132,"Syracuse, ""Large Port"", on the isle of Sikelia, Sicania, Trinacria, major Greek (Corinthian) settlement in Sicily","Siracusa, ancient port possibly near Corso Umberto I, and/or at present Porto Grande on Foro Vittorio Emanuele II, on Ortigia",Italy Sicily,15.288,37.06,-733,1,Pn|Gr|Ro,3,http://pleiades.stoa.org/places/462503,http://imperium.ahlfeldt.se/places/16570,https://www.trismegistos.org/place/2210,https://topostext.org/place/371153PSyr
1133,"Syracuse, Port of Olympia, Olympeion, near outlet of R Cyane and R Anapos",near outlet of R Ciane and R Anapo,Italy Sicily,15.2571,37.0516,,0,Ro,0,http://pleiades.stoa.org/places/462398,http://imperium.ahlfeldt.se/places/26493,https://www.trismegistos.org/place/2210,https://topostext.org/place/371153SZeu
1134,Plemmyrion,"Quarry at Punta delle Mola, Massoliveri",Italy Sicily,15.3074,37.0415,,0,Ro,1,http://pleiades.stoa.org/places/462451,http://imperium.ahlfeldt.se/places/36861,https://www.trismegistos.org/place/61062,https://topostext.org/place/370153SPle
1135,,Quarry at Punta Asparano,Italy Sicily,15.2687,36.9862,,0,Ro,1,,,,
1136,,Ognina island,Italy Sicily,15.2635,36.97915,,0,Ro,0,,,,
1137,"Daskoni, Daskone, Dascon?",Ognina,Italy Sicily,15.25627,36.97985,,0,Ro,1,,,,
1138,Portus Naustathamus?,"Fontane Bianche, port of Cassibile",Italy Sicily,15.214525,36.95611,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462385,http://imperium.ahlfeldt.se/places/30508,,
1139,,Roman villa at Borgelluzzo,Italy Sicily,15.1486,36.91385,-30,1,Ro,1,http://pleiades.stoa.org/places/462115,http://imperium.ahlfeldt.se/places/35405,https://www.trismegistos.org/place/46389,https://topostext.org/place/369151UAbo
1140,"Helorus, Elorus, on R Helorus","Roman villa del Tellaro, Caddeddi, on R Tellaro",Italy Sicily,15.1075,36.8422,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/462234,http://imperium.ahlfeldt.se/places/22879,https://www.trismegistos.org/place/22298,https://topostext.org/place/368151PHel
1141,Phoenicus portus ,Torre Vendicari,Italy Sicily,15.0985,36.803,-330,1,Pn|Ro,1,http://pleiades.stoa.org/places/462426,,,
1142,,Cittadella ,Italy Sicily,15.0888,36.7853,-30,1,Ro,0,http://pleiades.stoa.org/places/462162,http://imperium.ahlfeldt.se/places/23636,,
1143,"Portus Pachino, Pachyno, Pachyni, Apollineum ",Portopalo di Capo Passero south of Sicily,Italy Sicily,15.1385,36.6857,-330,1,Ro,1,http://pleiades.stoa.org/places/462456,http://imperium.ahlfeldt.se/places/30242,https://www.trismegistos.org/place/40477,https://topostext.org/place/367151LPac
1144,Odysseae portus ,Isola delle Correnti,Italy Sicily,15.0783,36.648,,0,Ro,0,http://pleiades.stoa.org/places/462396,,,
1145,"Hereum, Cymbe ","Punta Religione, near Marina di Modica",Italy Sicily,14.7802,36.7063,,0,Ro,0,http://pleiades.stoa.org/places/462240,,,
1146,R Hirminum,"Masseria Maestro, on R Irminio",Italy Sicily,14.594,36.771,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462293,http://imperium.ahlfeldt.se/places/30168,,
1147,Caucana portus ,Punta Secca and Fontana Nuova,Italy Sicily,14.50732,36.788665,300,0,Li|Ro|By,2,http://pleiades.stoa.org/places/462459,http://imperium.ahlfeldt.se/places/22886,https://www.trismegistos.org/place/33127,https://topostext.org/place/368145UCau
1148,"Kamarina, on R Hipparis","Camarina, on R Ippari",Italy Sicily,14.440957,36.866878,-598,1,Gr|Ro,0,http://pleiades.stoa.org/places/462126,http://imperium.ahlfeldt.se/places/22885,https://www.trismegistos.org/place/22111,https://topostext.org/place/369144PCam
1149,"Mesopotamium, port of Euboia?",Berdia Vecchia,Italy Sicily,14.399822,36.927737,-30,1,Ro,0,http://pleiades.stoa.org/places/462314,http://imperium.ahlfeldt.se/places/36265,https://www.trismegistos.org/place/40475,
1150,,Piano Rizzuto,Italy Sicily,14.3,37.032,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/462434,http://imperium.ahlfeldt.se/places/30230,,
1151,Calvisiana ,near Gela,Italy Sicily,14.27,37.047,-30,1,Ro,0,http://pleiades.stoa.org/places/462125,http://imperium.ahlfeldt.se/places/23157,https://www.trismegistos.org/place/22283,
1152,"Gela, on R Gela","Gela, on R Gela",Italy Sicily,14.2583,37.063,-688,1,Gr|Ro,1,http://pleiades.stoa.org/places/462214,http://imperium.ahlfeldt.se/places/22643,https://www.trismegistos.org/place/702,https://topostext.org/place/371143PGel
1153,Chalae? ,Caricatore,Italy Sicily,14.23,37.06648,-30,1,Ro,0,http://pleiades.stoa.org/places/462156,http://imperium.ahlfeldt.se/places/36388,https://www.trismegistos.org/place/40474,
1154,,Montelungo,Italy Sicily,14.197,37.0842,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462369,http://imperium.ahlfeldt.se/places/30215,,
1155,"Port of Maktorion, Mactorium?",Torre di Manfria ,Italy Sicily,14.138661,37.100201,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462298,http://imperium.ahlfeldt.se/places/35357,,
1156,"Phintias, on R Himeras","Licata, on R Salso",Italy Sicily,13.9317,37.1,-330,1,Ro,0,http://pleiades.stoa.org/places/462424,http://imperium.ahlfeldt.se/places/22641,https://www.trismegistos.org/place/22308,https://topostext.org/place/371139UPhi
1157,"Ecnomus, Eknomos Prom. Major naval battle","Cape Balatazze, on Monte Sole",Italy Sicily,13.9,37.097,,0,Ro,1,http://pleiades.stoa.org/places/462191,,https://www.trismegistos.org/place/61068,https://topostext.org/place/371139LEkn
1158,,Pizzo Caduta,Italy Sicily,13.881,37.102,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462442,http://imperium.ahlfeldt.se/places/30233,,
1159,"Port of Daedalium, Dedalium, Omphale ",Rocca San Nicola,Italy Sicily,13.856089,37.114826,-30,1,Ro,0,http://pleiades.stoa.org/places/462184,http://imperium.ahlfeldt.se/places/36390,,
1160,,Spiaggia di Malerba: port of Castellazzo di Palma di Montechiaro and Narasette?,Italy Sicily,13.780019,37.144488,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462138,http://imperium.ahlfeldt.se/places/30510,,
1161,,Castello di Palma di Montechiaro ,Italy Sicily,13.695341,37.17957,-550,1,Gr|Ro,1,http://pleiades.stoa.org/places/462142,http://imperium.ahlfeldt.se/places/34445,,
1162,,Quarry at Monte Grande,Italy Sicily,13.6667,37.192,-30,1,Ro,1,http://pleiades.stoa.org/places/462349,http://imperium.ahlfeldt.se/places/38055,,
1162.0999999999999,,Cannatello,Italy Sicily,13.624,37.233,-1400,1,Ro,0,,,,
1163,"Agrakas, Akragas, Agrigentum, on R Hypsas","San Leone, on R San Leone",Italy Sicily,13.581,37.2687,-580,1,Pn|Gr|Ro,3,http://pleiades.stoa.org/places/462086,http://imperium.ahlfeldt.se/places/16882,https://www.trismegistos.org/place/22270,https://topostext.org/place/373136PAkr
1164,,Roman villa at Punta Piccola,Italy Sicily,13.4877,37.2899,-30,1,Ro,1,http://pleiades.stoa.org/places/462188,http://imperium.ahlfeldt.se/places/35481,,
1165,,Durrueli di Realmonte ,Italy Sicily,13.463407,37.289874,,0,Ro,0,http://pleiades.stoa.org/places/462188,,,
1166,"Heraclea Minoa, on R Halycus","Eraclea Minoa, on R Platani",Italy Sicily,13.28,37.3937,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462237,http://imperium.ahlfeldt.se/places/21303,https://www.trismegistos.org/place/38467,https://topostext.org/place/374133PHer
1167,,Borgo Bonsignore ,Italy Sicily,13.256671,37.414943,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/462116,http://imperium.ahlfeldt.se/places/30504,,
1168,"Thermae Selinuntinae, Aquae Larodes",Sciacca,Italy Sicily,13.0923,37.503,-30,1,Ro,0,http://pleiades.stoa.org/places/462514,http://imperium.ahlfeldt.se/places/23158,https://www.trismegistos.org/place/22273,
1169,"Selinus, Selinunt, Selinonte east port","Selinonte east, on R Gorgo Cottone, with a curious slipway",Italy Sicily,12.8294,37.5845,-650,1,Pn|Gr|Ro,3,http://pleiades.stoa.org/places/462489,http://imperium.ahlfeldt.se/places/22545,https://www.trismegistos.org/place/22286,
1170,"Selinus, Selinunt, Selinonte west port, on R Selinon","Selinonte west, on R Modione",Italy Sicily,12.82116,37.5828,-650,1,Pn|Gr|Ro,0,http://pleiades.stoa.org/places/462489,http://imperium.ahlfeldt.se/places/22545,https://www.trismegistos.org/place/22286,
1171,"Mazara, on R Mazara","Mazara del Vallo, on R Mazara",Italy Sicily,12.587605,37.644211,-550,1,Gr|Ro,1,http://pleiades.stoa.org/places/462305,http://imperium.ahlfeldt.se/places/30171,https://www.trismegistos.org/place/22316,
1172,"Lilybaion, Lilybee South port?","Porto delle Tartane, Palude di Margitello, near modern port at Marsala",Italy Sicily,12.43,37.7937,-750,1,Pn|Gr|Ro,0,http://pleiades.stoa.org/places/462281,http://imperium.ahlfeldt.se/places/16881,https://www.trismegistos.org/place/22315,https://topostext.org/place/378124ULil
1173,"Lilybaion, Lilybee Main port","Cape Boeo, at Marsala",Italy Sicily,12.428115,37.808131,-750,1,Pn|Gr|Ro,1,http://pleiades.stoa.org/places/462281,http://imperium.ahlfeldt.se/places/16881,https://www.trismegistos.org/place/22315,https://topostext.org/place/378124ULil
1174,"Lilybaion, Lilybee North port?","Punta Alga, at Marsala",Italy Sicily,12.443337,37.8124,-750,1,Pn|Gr|Ro,0,http://pleiades.stoa.org/places/462281,http://imperium.ahlfeldt.se/places/16881,https://www.trismegistos.org/place/22315,https://topostext.org/place/378124ULil
1175,,"Isola Grande, Lehmann mentions a mole at the southern tip of this island, not ancient?",Italy Sicily,12.447225,37.841595,,0,Ro,1,http://pleiades.stoa.org/places/465844,,,
1176,"Motye, Motya","Mozia, on the isle of San Pantaleo inside Lo Stagnone lagoon, a causeway connects the island to the continent, but the 52x37 m basin was not a port",Italy Sicily,12.4646,37.8641,-750,1,Li|Pn|Gr|Ro,5,http://pleiades.stoa.org/places/462373,http://imperium.ahlfeldt.se/places/22634,https://www.trismegistos.org/place/22326,https://topostext.org/place/379125PMot
1176.0999999999999,"Motye, Motya","Mozia, on the isle of San Pantaleo inside Lo Stagnone lagoon, ancient jetty in front of Torre Orientale",Italy Sicily,12.4724,37.86902,-350,1,Pn|Gr|Ro,1,,,,
1176.2,"Motye, Motya","Mozia, on the isle of San Pantaleo inside Lo Stagnone lagoon, North Gate Harbour",Italy Sicily,12.47,37.8715,-350,1,Pn|Gr|Ro,1,,,,
1177,"Aigousa insula, anchorage of Roman fleet before the famous battle of the Egadi Islands (10 March 241 BC), Odysseus' port of the Cyclops? ","Favignana, on the isle of Favignana, the largest of the Egadi islands (Cuisenier mentions this site with two other possible sites: Faraglioni and Nisida, the latter clearly providing the best shelter as described by Homer)",Italy Sicily,12.322489,37.934044,-750,1,Li|My|Pn|Gr|Ro,1,http://pleiades.stoa.org/places/462084,http://imperium.ahlfeldt.se/places/22888,https://www.trismegistos.org/place/42873,https://topostext.org/place/379123IAig
1177.0999999999999,Aigousa insula,"Punta San Nicola, on the isle of Favignana",Italy Sicily,12.3427,37.9359,,0,Ro,2,,,,
1178,Aigousa insula,"La Collina Torretta-Navetta, on the isle of Favignana",Italy Sicily,12.363861,37.924988,,0,Li|Ro,0,http://pleiades.stoa.org/places/462084,,https://www.trismegistos.org/place/42873,https://topostext.org/place/379123IAig
1179,"Maritima, Hieronesos, Hiera insula","Marettimo, on the isle of Marettimo, furthest of the Egadi islands",Italy Sicily,12.077769,37.970422,-330,1,Li|Ro,0,http://pleiades.stoa.org/places/462243,http://imperium.ahlfeldt.se/places/22889,https://www.trismegistos.org/place/61448,https://topostext.org/place/380121IHie
1180,"Bucinna, Phorbantia insula","Grotta del Genovese, on the isle of Levanzo",Italy Sicily,12.321625,38.00168,-10000,1,Li|Ro,1,http://pleiades.stoa.org/places/462428,http://imperium.ahlfeldt.se/places/22887,https://www.trismegistos.org/place/22307,https://topostext.org/place/380123IPho
1180.0999999999999,"Bucinna, Phorbantia insula","Cala Minnola, on the isle of Levanzo",Italy Sicily,12.351,37.9924,,0,Ro,1,https://pleiades.stoa.org/places/773379957,,,
1180.2,"Aigatai Nesoi, Aegates Insulae, possible anchorage of Roman fleet before the famous battle of the Egadi Islands (10 March 241 BC)","Capo Grosso, on the isle of Levanzo",Italy Sicily,12.338,38.016,,0,Ro,0,https://pleiades.stoa.org/places/462075,,https://www.trismegistos.org/place/22306,
1181,"Drepanum, Drepane ",Trapani,Italy Sicily,12.502194,38.007961,-330,1,Pn|Ro,0,http://pleiades.stoa.org/places/462187,http://imperium.ahlfeldt.se/places/22635,https://www.trismegistos.org/place/22351,https://topostext.org/place/380125UDre
1182,"Port of Erix, Eryx, Erice, Carthaginian base camp during the famous battle of the Egadi Islands (10 March 241 BC)",Porto di Bonagia,Italy Sicily,12.58963,38.070435,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/462201,http://imperium.ahlfeldt.se/places/22637,https://www.trismegistos.org/place/22300,https://topostext.org/place/380126UEry
1182.0999999999999,,Tonnara di Cofino,Italy Sicily,12.6801,38.1123,-250,1,Ro,1,,,,
